id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
#meta +id,#meta +code,#loc +airport +type,#loc +airport +name,#geo +lat,#geo +lon,#geo +elevation +ft,#region +continent +code,#country +name,#country +code +iso2,#adm1 +name,#adm1 +code +iso,#adm1 +code +local,#loc +municipality +name,#status +scheduled,#loc +airport +code +gps,#loc +airport +code +iata,#loc +airport +code +local,#meta +url +airport,#meta +url +wikipedia,#meta +keywords,#meta +score,#date +updated
1736,CYFR,medium_airport,Fort Resolution Airport,61.18080139,-113.6900024,526,NA,Canada,CA,Northwest Territories,CA-NT,NT,Fort Resolution,0,CYFR,YFR,,,https://en.wikipedia.org/wiki/Fort_Resolution_Airport,YFR,250,2010-05-09T16:23:02+00:00
2019,CZGF,medium_airport,Grand Forks Airport,49.015598,-118.431,1720,NA,Canada,CA,British Columbia,CA-BC,BC,Grand Forks,0,CZGF,ZGF,,,https://en.wikipedia.org/wiki/Grand_Forks_Airport,,250,2021-12-13T17:21:10+00:00
30592,CAL4,small_airport,Fort MacKay/Albian Aerodrome,57.22389984,-111.4189987,1048,NA,Canada,CA,Alberta,CA-AB,AB,Albian Village,0,CAL4,JHL,CAL4,,https://en.wikipedia.org/wiki/Fort_MacKay/Albian_Aerodrome,"Shell Canada, Jackpine Mine",50,2012-03-08T16:07:01+00:00
855,CEH2,small_airport,Cu Nim Airport,50.722868,-114.180716,3700,NA,Canada,CA,Alberta,CA-AB,AB,Black Diamond,0,CEH2,,CEH2,,https://en.wikipedia.org/wiki/Black_Diamond/Cu_Nim_Airport,"EH2, Thompson's Ranch",50,2021-04-20T15:22:12+00:00
1335,CNR6,small_airport,Carleton Place Airport,45.10390091,-76.12329865,450,NA,Canada,CA,Ontario,CA-ON,ON,Carleton Place,0,CNR6,,CNR6,,https://en.wikipedia.org/wiki/Carleton_Place_Airport,NR6,50,2008-06-13T14:30:04+00:00
794,CCZ3,small_airport,Clarenville Airport,48.27470016,-53.9239006,199,NA,Canada,CA,Newfoundland and Labrador,CA-NL,NL,Clarenville,0,CCZ3,,CCZ3,,https://en.wikipedia.org/wiki/Clarenville_Airport,CZ3,50,2008-06-13T14:30:04+00:00
316996,CPL6,small_airport,Parkland Airport,53.474102,-113.824282,2324,NA,Canada,CA,Alberta,CA-AB,AB,Edmonton,0,CPL6,,,,,,50,2022-01-09T10:47:46+00:00
769,CCP2,small_airport,Exploits Valley Botwood Airport,49.05599976,-55.4477005,365,NA,Canada,CA,Newfoundland and Labrador,CA-NL,NL,Exploits Valley,0,CCP2,,CCP2,,https://en.wikipedia.org/wiki/Exploits_Valley_(Botwood)_Airport,CP2,50,2008-06-13T14:30:04+00:00
1781,CYJP,small_airport,Fort Providence Airport,61.31940079,-117.6060028,524,NA,Canada,CA,Northwest Territories,CA-NT,NT,Fort Providence,0,CYJP,,,,https://en.wikipedia.org/wiki/Fort_Providence_Airport,YJP,50,2008-06-13T14:30:04+00:00
1327,CNN8,small_airport,Gananoque Airport,44.40190125,-76.24420166,395,NA,Canada,CA,Ontario,CA-ON,ON,Gananoque,0,CNN8,,CNN8,,https://en.wikipedia.org/wiki/Gananoque_Airport,NN8,50,2008-06-13T14:30:04+00:00
870,CEL4,small_airport,Hanna Airport,51.632158,-111.904651,2738,NA,Canada,CA,Alberta,CA-AB,AB,Hanna,0,CEL4,,CEL4,,https://en.wikipedia.org/wiki/Hanna_Airport,EL4,50,2022-06-14T13:44:31+00:00
2022,CZHP,small_airport,High Prairie Airport,55.39360046,-116.4749985,1974,NA,Canada,CA,Alberta,CA-AB,AB,High Prairie,0,CZHP,ZHP,,,https://en.wikipedia.org/wiki/High_Prairie_Airport,ZHP,50,2013-04-09T23:56:17+00:00
1020,CFY4,small_airport,Winters Aire Park Airport,50.90481901,-113.7962151,3370,NA,Canada,CA,Alberta,CA-AB,AB,Indus,0,CFY4,,CFY4,http://www.ezflyer.com/,https://en.wikipedia.org/wiki/Indus/Winters_Aire_Park_Airport,FY4,50,2010-12-08T21:34:10+00:00
943,CFF3,small_airport,Jean Lake Airport,57.48329926,-113.8830032,2370,NA,Canada,CA,Alberta,CA-AB,AB,Jean Lake,0,CFF3,,CFF3,,https://en.wikipedia.org/wiki/Jean_Lake_Airport,FF3,50,2008-06-13T14:30:04+00:00
1184,CKG8,small_airport,Kakabeka Falls Airport,48.41830063,-89.60189819,1000,NA,Canada,CA,Ontario,CA-ON,ON,Kakabeka Falls,0,CKG8,,CKG8,,https://en.wikipedia.org/wiki/Kakabeka_Falls_Airport,KG8,50,2008-06-13T14:30:04+00:00
1535,CSL3,small_airport,Lac a la Tortue Airport,46.62170029,-72.63030243,434,NA,Canada,CA,Quebec,CA-QC,QC,Lac-à-la-Tortue,0,CSL3,,CSL3,,https://en.wikipedia.org/wiki/Lac-%C3%A0-la-Tortue_Airport,SL3,50,2008-06-13T14:30:04+00:00
1451,CPS4,small_airport,Lucan Airport,43.1633,-81.412498,960,NA,Canada,CA,Ontario,CA-ON,ON,Lucan,0,CPS4,,CPS4,,https://en.wikipedia.org/wiki/Lucan_Airport,PS4,50,2016-09-01T01:55:09+00:00
1016,CFX4,small_airport,Manning Airport,56.95080185,-117.6439972,1612,NA,Canada,CA,Alberta,CA-AB,AB,Manning,0,CFX4,,CFX4,,https://en.wikipedia.org/wiki/Manning_Airport,FX4,50,2008-06-13T14:30:04+00:00
1325,CNN3,small_airport,Shelburne / Fisher Field,44.02789294,-80.20594597,1675,NA,Canada,CA,Ontario,CA-ON,ON,Shelburne,0,CNN3,,CNN3,,https://en.wikipedia.org/wiki/Shelburne/Burbank_Field_Airport,NN3,50,2010-12-27T15:30:02+00:00
1575,CSY3,small_airport,Sorel Airport,45.9803009,-73.04219818,76,NA,Canada,CA,Quebec,CA-QC,QC,Sorel,0,CSY3,,CSY3,,https://en.wikipedia.org/wiki/Sorel_Airport,SY3,50,2008-06-13T14:30:04+00:00
1914,CYSW,small_airport,Sparwood Elk Valley Airport,49.834273,-114.878653,3800,NA,Canada,CA,British Columbia,CA-BC,BC,Sparwood,0,CYSW,,,,https://en.wikipedia.org/wiki/Sparwood/Elk_Valley_Airport,YSW,50,2021-10-25T13:43:16+00:00
1582,CSZ4,small_airport,St-Frédéric Airport,46.33140182,-70.96330261,991,NA,Canada,CA,Quebec,CA-QC,QC,St-Frédéric,0,CSZ4,,CSZ4,,https://en.wikipedia.org/wiki/St-Fr%C3%A9d%C3%A9ric_Airport,SZ4,50,2008-06-13T14:30:04+00:00
1564,CSU3,small_airport,St Hyacinthe Airport,45.60499954,-73.0141983,115,NA,Canada,CA,Quebec,CA-QC,QC,St-Hyacinthe,0,CSU3,,CSU3,,https://en.wikipedia.org/wiki/St-Hyacinthe_Airport,SU3,50,2008-06-13T14:30:04+00:00
1499,CSB3,small_airport,St-Mathieu-De-Beloeil Airport,45.59000015,-73.23860168,47,NA,Canada,CA,Quebec,CA-QC,QC,St-Mathieu-De-Beloeil,0,CSB3,,CSB3,,https://en.wikipedia.org/wiki/St-Mathieu-De-Beloeil_Airport,SB3,50,2008-06-13T14:30:04+00:00
910,CEW3,small_airport,St. Paul Airport,53.99330139,-111.3799973,2147,NA,Canada,CA,Alberta,CA-AB,AB,St. Paul,0,CEW3,ZSP,CEW3,,https://en.wikipedia.org/wiki/St._Paul_Airport_(Alberta),EW3,50,2013-03-31T02:27:07+00:00
787,CCW4,small_airport,Stanley Airport,45.1006012,-63.92060089,95,NA,Canada,CA,Nova Scotia,CA-NS,NS,Stanley,0,CCW4,,CCW4,,https://en.wikipedia.org/wiki/Stanley_Airport,CW4,50,2008-06-13T14:30:04+00:00
841,CED5,small_airport,Taber Airport,49.8266983,-112.1849976,2648,NA,Canada,CA,Alberta,CA-AB,AB,Taber,0,CED5,,CED5,,https://en.wikipedia.org/wiki/Taber_Airport,ED5,50,2008-06-13T14:30:04+00:00
1551,CSQ3,small_airport,Valcourt Airport,45.48109818,-72.31030273,740,NA,Canada,CA,Quebec,CA-QC,QC,Valcourt,0,CSQ3,,CSQ3,,https://en.wikipedia.org/wiki/Valcourt_Airport,SQ3,50,2008-06-13T14:30:04+00:00
1953,CYWV,small_airport,Wainwright Airport,52.796404,-110.858445,2230,NA,Canada,CA,Alberta,CA-AB,AB,Wainwright,0,CYWV,,,,https://en.wikipedia.org/wiki/Wainwright_Airport_(Alberta),YWV,50,2022-12-09T14:35:37+00:00
28272,CJM9,seaplane_base,Kenora Seaplane Base,49.767424,-94.49274,1060,NA,Canada,CA,Ontario,CA-ON,ON,,0,CJM9,,CJM9,,https://en.wikipedia.org/wiki/Kenora_Water_Aerodrome,JM9,25,2016-10-15T23:04:04+00:00
680,CBF7,heliport,Victoria Harbour (Camel Point) Heliport,48.41809845,-123.3880005,15,NA,Canada,CA,British Columbia,CA-BC,BC,Victoria,0,CBF7,,CBF7,,,BF7,25,2008-06-13T14:30:04+00:00
1652,CYAC,medium_airport,Cat Lake Airport,51.72719955,-91.82440186,1344,NA,Canada,CA,Ontario,CA-ON,ON,Cat Lake,1,CYAC,YAC,,,https://en.wikipedia.org/wiki/Cat_Lake_Airport,,750,2008-06-13T14:30:04+00:00
1697,CYCS,medium_airport,Chesterfield Inlet Airport,63.34690094,-90.73110199,32,NA,Canada,CA,Nunavut,CA-NU,NU,Chesterfield Inlet,1,CYCS,YCS,,,https://en.wikipedia.org/wiki/Chesterfield_Inlet_Airport,,750,2011-11-13T02:19:22+00:00
1766,CYHR,medium_airport,Chevery Airport,50.46889877,-59.63669968,39,NA,Canada,CA,Quebec,CA-QC,QC,Chevery,1,CYHR,YHR,,,https://en.wikipedia.org/wiki/Chevery_Airport,,750,2008-06-13T14:30:04+00:00
1998,CYZS,medium_airport,Coral Harbour Airport,64.19329834,-83.35939789,210,NA,Canada,CA,Nunavut,CA-NU,NU,Coral Harbour,1,CYZS,YZS,,,https://en.wikipedia.org/wiki/Coral_Harbour_Airport,,750,2011-11-13T02:29:51+00:00
1728,CYFA,medium_airport,Fort Albany Airport,52.20140076,-81.69689941,48,NA,Canada,CA,Ontario,CA-ON,ON,Fort Albany,1,CYFA,YFA,,,https://en.wikipedia.org/wiki/Fort_Albany_Airport,,750,2008-06-13T14:30:04+00:00
2017,CZFM,medium_airport,Fort Mcpherson Airport,67.40750122,-134.8609924,116,NA,Canada,CA,Northwest Territories,CA-NT,NT,Fort Mcpherson,1,CZFM,ZFM,,,https://en.wikipedia.org/wiki/Fort_McPherson_Airport,,750,2008-06-13T14:30:04+00:00
1722,CYER,medium_airport,Fort Severn Airport,56.01890182,-87.67610168,48,NA,Canada,CA,Ontario,CA-ON,ON,Fort Severn,1,CYER,YER,,,https://en.wikipedia.org/wiki/Fort_Severn_Airport,,750,2009-07-02T15:47:48+00:00
1753,CYGX,medium_airport,Gillam Airport,56.35749817,-94.71060181,476,NA,Canada,CA,Manitoba,CA-MB,MB,Gillam,1,CYGX,YGX,,,https://en.wikipedia.org/wiki/Gillam_Airport,,750,2008-06-13T14:30:04+00:00
2020,CZGI,medium_airport,Gods River Airport,54.83969879,-94.07859802,627,NA,Canada,CA,Manitoba,CA-MB,MB,Gods River,1,CZGI,ZGI,,,https://en.wikipedia.org/wiki/Gods_River_Airport,,750,2008-06-13T14:30:04+00:00
1750,CYGT,medium_airport,Igloolik Airport,69.36470032,-81.81610107,174,NA,Canada,CA,Nunavut,CA-NU,NU,Igloolik,1,CYGT,YGT,,,https://en.wikipedia.org/wiki/Igloolik_Airport,,750,2011-11-13T03:11:20+00:00
1847,CYPH,medium_airport,Inukjuak Airport,58.47190094,-78.07689667,83,NA,Canada,CA,Quebec,CA-QC,QC,Inukjuak,1,CYPH,YPH,,,https://en.wikipedia.org/wiki/Inukjuak_Airport,,750,2008-06-13T14:30:04+00:00
1918,CYTE,medium_airport,Cape Dorset Airport,64.230003,-76.526703,164,NA,Canada,CA,Nunavut,CA-NU,NU,Kinngait,1,CYTE,YTE,,,https://en.wikipedia.org/wiki/Cape_Dorset_Airport,,750,2021-12-31T14:34:25+00:00
1980,CYYL,medium_airport,Lynn Lake Airport,56.86389923,-101.0759964,1170,NA,Canada,CA,Manitoba,CA-MB,MB,Lynn Lake,1,CYYL,YYL,,,https://en.wikipedia.org/wiki/Lynn_Lake_Airport,,750,2008-06-13T14:30:04+00:00
1873,CYQN,medium_airport,Nakina Airport,50.18280029,-86.6964035,1057,NA,Canada,CA,Ontario,CA-ON,ON,Nakina,1,CYQN,YQN,,,https://en.wikipedia.org/wiki/Nakina_Airport,,750,2008-06-13T14:30:04+00:00
1775,CYIO,medium_airport,Pond Inlet Airport,72.6832962,-77.96669769,181,NA,Canada,CA,Nunavut,CA-NU,NU,Pond Inlet,1,CYIO,YIO,,,https://en.wikipedia.org/wiki/Pond_Inlet_Airport,,750,2011-11-13T10:09:49+00:00
1994,CYZG,medium_airport,Salluit Airport,62.1794014,-75.66719818,743,NA,Canada,CA,Quebec,CA-QC,QC,Salluit,1,CYZG,YZG,,,https://en.wikipedia.org/wiki/Salluit_Airport,,750,2008-06-13T14:30:04+00:00
2037,CZSJ,medium_airport,Sandy Lake Airport,53.06420135,-93.3443985,951,NA,Canada,CA,Ontario,CA-ON,ON,Sandy Lake,1,CZSJ,ZSJ,,,https://en.wikipedia.org/wiki/Sandy_Lake_Airport,,750,2008-06-13T14:30:04+00:00
2041,CZTM,medium_airport,Shamattawa Airport,55.86560059,-92.08139801,289,NA,Canada,CA,Manitoba,CA-MB,MB,Shamattawa,1,CZTM,ZTM,,,https://en.wikipedia.org/wiki/Shamattawa_Airport,,750,2008-06-13T14:30:04+00:00
2018,CZFN,medium_airport,Tulita Airport,64.909697,-125.572998,332,NA,Canada,CA,Northwest Territories,CA-NT,NT,Tulita,1,CZFN,ZFN,,,https://en.wikipedia.org/wiki/Tulita_Airport,Fort Norman,750,2018-03-25T00:40:31+00:00
1792,CYKQ,medium_airport,Waskaganish Airport,51.47330093,-78.75830078,80,NA,Canada,CA,Quebec,CA-QC,QC,Waskaganish,1,CYKQ,YKQ,,,https://en.wikipedia.org/wiki/Waskaganish_Airport,,750,2008-06-13T14:30:04+00:00
1952,CYWP,medium_airport,Webequie Airport,52.9593934,-87.37486839,685,NA,Canada,CA,Ontario,CA-ON,ON,Webequie,1,CYWP,YWP,,,https://en.wikipedia.org/wiki/Webequie_Airport,,750,2011-04-23T19:36:34+00:00
1823,CYNC,medium_airport,Wemindji Airport,53.01060104,-78.83110046,66,NA,Canada,CA,Quebec,CA-QC,QC,Wemindji,1,CYNC,YNC,,,https://en.wikipedia.org/wiki/Wemindji_Airport,,750,2008-06-13T14:30:04+00:00
1962,CYXN,medium_airport,Whale Cove Airport,62.24000168,-92.59809875,40,NA,Canada,CA,Nunavut,CA-NU,NU,Whale Cove,1,CYXN,YXN,,,https://en.wikipedia.org/wiki/Whale_Cove_Airport,,750,2011-11-13T10:38:19+00:00
2005,CZAC,medium_airport,York Landing Airport,56.08940125,-96.08920288,621,NA,Canada,CA,Manitoba,CA-MB,MB,York Landing,1,CZAC,ZAC,,,https://en.wikipedia.org/wiki/York_Landing_Airport,,750,2008-06-13T14:30:04+00:00
624,CAJ4,medium_airport,Anahim Lake Airport,52.451501,-125.303776,3635,NA,Canada,CA,British Columbia,CA-BC,BC,Anahim Lake,1,CAJ4,YAA,CAJ4,,https://en.wikipedia.org/wiki/Anahim_Lake_Airport,AJ4,500,2022-07-07T14:59:40+00:00
1910,CYSQ,medium_airport,Atlin Airport,59.576698,-133.669006,2348,NA,Canada,CA,British Columbia,CA-BC,BC,Atlin,1,CYSQ,,,,https://en.wikipedia.org/wiki/Atlin_Airport,"YSQ, EY5",500,2022-07-07T15:12:36+00:00
1711,CYDO,medium_airport,Dolbeau St Felicien Airport,48.7784996,-72.375,372,NA,Canada,CA,Quebec,CA-QC,QC,Dolbeau-St-Félicien,0,CYDO,YDO,,,https://en.wikipedia.org/wiki/Dolbeau-St-F%C3%A9licien_Airport,Dolbeau St Methode,250,2015-10-09T17:48:14+00:00
1789,CYKJ,medium_airport,Key Lake Airport,57.2560997,-105.6179962,1679,NA,Canada,CA,Saskatchewan,CA-SK,SK,Key Lake,0,CYKJ,YKJ,,,https://en.wikipedia.org/wiki/Key_Lake_Airport,,250,2008-06-13T14:30:04+00:00
2021,CZGR,medium_airport,Little Grand Rapids Airport,52.04560089,-95.46579742,1005,NA,Canada,CA,Manitoba,CA-MB,MB,Little Grand Rapids,0,CZGR,ZGR,,,https://en.wikipedia.org/wiki/Little_Grand_Rapids_Airport,,250,2008-06-13T14:30:04+00:00
2031,CZNG,medium_airport,Poplar River Airport,52.99652588,-97.27419376,728,NA,Canada,CA,Manitoba,CA-MB,MB,Poplar River,0,CZNG,XPP,,,https://en.wikipedia.org/wiki/Poplar_River_Airport,,250,2013-04-11T00:57:11+00:00
1860,CYPX,medium_airport,Puvirnituq Airport,60.05059814,-77.28690338,74,NA,Canada,CA,Quebec,CA-QC,QC,Puvirnituq,0,CYPX,YPX,,,https://en.wikipedia.org/wiki/Puvirnituq_Airport,,250,2008-06-13T14:30:04+00:00
1906,CYSL,medium_airport,Saint-Léonard Airport,47.157097,-67.836242,793,NA,Canada,CA,New Brunswick,CA-NB,NB,Saint-Léonard,0,CYSL,YSL,,,https://en.wikipedia.org/wiki/St._Leonard_Airport,"St. Leonard, St Leonard",250,2022-11-01T13:42:26+00:00
1773,CYIF,medium_airport,St Augustin Airport,51.21170044,-58.65829849,20,NA,Canada,CA,Quebec,CA-QC,QC,St-Augustin,0,CYIF,YIF,,,https://en.wikipedia.org/wiki/St-Augustin_Airport,Pakuashipi Airport,250,2013-04-21T17:59:18+00:00
2039,CZST,medium_airport,Stewart Airport,55.93541045,-129.9824345,24,NA,Canada,CA,British Columbia,CA-BC,BC,Stewart,0,CZST,ZST,CZST,,https://en.wikipedia.org/wiki/Stewart_Airport_(British_Columbia),,250,2013-03-31T01:48:17+00:00
1934,CYVD,medium_airport,Virden / RJ (Bob) Andrew Field Regional Aerodrome,49.8783,-100.917999,1454,NA,Canada,CA,Manitoba,CA-MB,MB,Virden,0,CYVD,,YVD,,https://en.wikipedia.org/wiki/Virden_Airport,,250,2022-02-24T20:09:11+00:00
1563,CSU2,small_airport,Chisasibi Airport,53.80559921,-78.91690063,43,NA,Canada,CA,Quebec,CA-QC,QC,Chisasibi,1,CSU2,YKU,CSU2,,https://en.wikipedia.org/wiki/Chisasibi_Airport,SU2,150,2008-06-13T14:30:04+00:00
1465,CPV7,small_airport,Poplar Hill Airport,52.1133,-94.2556,1095,NA,Canada,CA,Ontario,CA-ON,ON,Poplar Hill,1,CYHP,YHP,CPV7,,https://en.wikipedia.org/wiki/Poplar_Hill_Airport,,150,2022-08-19T20:20:35+00:00
1200,CKL3,small_airport,Wunnumin Lake Airport,52.89390182,-89.28919983,819,NA,Canada,CA,Ontario,CA-ON,ON,Wunnumin Lake,1,CKL3,WNN,CKL3,,https://en.wikipedia.org/wiki/Wunnummin_Lake_Airport,KL3,150,2008-06-13T14:30:04+00:00
1338,CNS4,small_airport,Alexandria Aerodrome,45.33069992,-74.62572479,260,NA,Canada,CA,Ontario,CA-ON,ON,Alexandria,0,CNS4,,CNS4,,https://en.wikipedia.org/wiki/Alexandria_Aerodrome,,50,2010-02-02T10:56:10+00:00
1290,CNA9,small_airport,Tomvale Airport,44.916528,-76.936655,890,NA,Canada,CA,Ontario,CA-ON,ON,Arioch,0,CNA9,,CNA9,,https://en.wikipedia.org/wiki/Plevna/Tomvale_Airport,"NA9, Plevna",50,2022-12-03T06:34:28+00:00
883,CEP3,small_airport,Barrhead Airport,54.09999847,-114.4329987,2121,NA,Canada,CA,Alberta,CA-AB,AB,Barrhead,0,CEP3,,CEP3,,https://en.wikipedia.org/wiki/Barrhead_Airport,EP3,50,2008-06-13T14:30:04+00:00
877,CEN2,small_airport,Bassano Airport,50.804107,-112.464065,2613,NA,Canada,CA,Alberta,CA-AB,AB,Bassano,0,CEN2,,CEN2,,https://en.wikipedia.org/wiki/Bassano_Airport,EN2,50,2021-10-14T11:50:41+00:00
1574,CSX7,small_airport,Sexsmith (Exeter) Airport,43.376357,-81.507139,856,NA,Canada,CA,Ontario,CA-ON,ON,Bluewater,0,CSX7,,CSX7,,https://en.wikipedia.org/wiki/Sexsmith/Exeter_Airport,SX7,50,2022-07-12T11:46:03+00:00
988,CFR7,small_airport,Red Deer Forestry Airport,51.651402,-115.238998,4646,NA,Canada,CA,Alberta,CA-AB,AB,Clearwater,0,CFR7,,CFR7,,https://en.wikipedia.org/wiki/Red_Deer_Forestry_Airport,FR7,50,2022-03-01T13:52:13+00:00
880,CEN5,small_airport,Cold Lake Regional Airport,54.47750092,-110.2689972,1786,NA,Canada,CA,Alberta,CA-AB,AB,Cold Lake,0,CEN5,,CEN5,,https://en.wikipedia.org/wiki/Cold_Lake_Regional_Airport,EN5,50,2008-06-13T14:30:04+00:00
1785,CYKC,small_airport,Collins Bay Airport,58.23609924,-103.6780014,1341,NA,Canada,CA,Saskatchewan,CA-SK,SK,Collins Bay,0,CYKC,YKC,,,https://en.wikipedia.org/wiki/Collins_Bay_Airport,YKC,50,2013-04-22T05:12:37+00:00
857,CEH4,small_airport,De Winton South Calgary Airport,50.82189941,-113.8239975,3355,NA,Canada,CA,Alberta,CA-AB,AB,De Winton,0,CEH4,,CEH4,,https://en.wikipedia.org/wiki/De_Winton/South_Calgary_Airport,EH4,50,2008-06-13T14:30:04+00:00
892,CER3,small_airport,Drayton Valley Industrial Airport,53.26580048,-114.9599991,2776,NA,Canada,CA,Alberta,CA-AB,AB,Drayton Valley,0,CER3,YDC,CER3,,https://en.wikipedia.org/wiki/Drayton_Valley_Industrial_Airport,ER3,50,2015-10-17T17:50:13+00:00
1596,CTG3,small_airport,Du Rocher-Percé (Pabok) Airport,48.38330078,-64.56439972,87,NA,Canada,CA,Quebec,CA-QC,QC,Du Rocher-Percé,0,CTG3,,CTG3,,https://en.wikipedia.org/wiki/Du_Rocher-Perc%C3%A9_(Pabok)_Airport,TG3,50,2008-06-13T14:30:04+00:00
1723,CYES,small_airport,Edmundston Airport,47.487208,-68.477732,490,NA,Canada,CA,New Brunswick,CA-NB,NB,Edmundston,0,CYES,,,,https://en.wikipedia.org/wiki/Edmundston_Airport,YES,50,2022-03-04T18:06:21+00:00
865,CEJ6,small_airport,Elk Point Airport,53.89310074,-110.7720032,1981,NA,Canada,CA,Alberta,CA-AB,AB,Elk Point,0,CEJ6,,CEJ6,,https://en.wikipedia.org/wiki/Elk_Point_Airport,EJ6,50,2008-06-13T14:30:04+00:00
1702,CYCZ,small_airport,Fairmont Hot Springs Airport,50.331052,-115.873739,2661,NA,Canada,CA,British Columbia,CA-BC,BC,Fairmont Hot Springs,0,CYCZ,YCZ,,,https://en.wikipedia.org/wiki/Fairmont_Hot_Springs_Airport,YCZ,50,2021-02-11T21:00:59+00:00
1831,CYNR,small_airport,Fort Mackay / Horizon Airport,57.38169861,-111.7009964,916,NA,Canada,CA,Alberta,CA-AB,AB,Fort Mackay,0,CYNR,HZP,CYNR,,https://en.wikipedia.org/wiki/Fort_MacKay/Horizon_Airport,YNR,50,2012-03-08T16:13:55+00:00
781,CCS5,small_airport,Havelock Airport,45.9864006,-65.30190277,425,NA,Canada,CA,New Brunswick,CA-NB,NB,Havelock,0,CCS5,,CCS5,,https://en.wikipedia.org/wiki/Havelock_Airport,CS5,50,2008-06-13T14:30:04+00:00
1391,CPD8,closed,Hawkesbury (Windover Field) Airport,45.56439972,-74.80970001,165,NA,Canada,CA,Ontario,CA-ON,ON,Hawkesbury,0,,,,,https://en.wikipedia.org/wiki/Hawkesbury_(Windover_Field)_Airport,"PD8, CPD8, CPD8",50,2014-03-27T14:26:23+00:00
1098,CJN2,small_airport,Kamsack Airport,51.55970001,-101.8789978,1510,NA,Canada,CA,Saskatchewan,CA-SK,SK,Kamsack,0,CJN2,,CJN2,,https://en.wikipedia.org/wiki/Kamsak_Airport,JN2,50,2008-06-13T14:30:04+00:00
1427,CPL3,small_airport,Kars / Rideau Valley Air Park,45.10306207,-75.6281662,286,NA,Canada,CA,Ontario,CA-ON,ON,Kars,0,CPL3,,CPL3,http://rvss.ca/,https://en.wikipedia.org/wiki/Kars/Rideau_Valley_Air_Park,PL3,50,2011-05-30T07:17:44+00:00
1089,CJL4,small_airport,La Loche Airport,56.47330093,-109.4039993,1501,NA,Canada,CA,Saskatchewan,CA-SK,SK,La Loche,0,CJL4,,CJL4,,https://en.wikipedia.org/wiki/La_Loche_Airport,JL4,50,2008-06-13T14:30:04+00:00
1617,CTT5,small_airport,La Romaine Airport,50.259701,-60.679401,90,NA,Canada,CA,Quebec,CA-QC,QC,La Romaine,0,CTT5,ZGS,CTT5,,https://en.wikipedia.org/wiki/La_Romaine_Airport,"TT5, Gethsemani",50,2018-04-07T21:08:55+00:00
1062,CJD5,small_airport,Leader Airport,50.87720108,-109.5009995,2201,NA,Canada,CA,Saskatchewan,CA-SK,SK,Leader,0,CJD5,,CJD5,,https://en.wikipedia.org/wiki/Leader_Airport,JD5,50,2008-06-13T14:30:04+00:00
1109,CJQ4,small_airport,Maple Creek Airport,49.89580154,-109.4749985,2517,NA,Canada,CA,Saskatchewan,CA-SK,SK,Maple Creek,0,CJQ4,,CJQ4,,https://en.wikipedia.org/wiki/Maple_Creek_Airport,JQ4,50,2008-06-13T14:30:04+00:00
1045,CJA3,small_airport,Morden Regional Airport,49.208626,-98.063536,950,NA,Canada,CA,Manitoba,CA-MB,MB,Morden,0,CJA3,,CJA3,,https://en.wikipedia.org/wiki/Morden_Airport,JA3,50,2022-07-20T12:42:25+00:00
1522,CSH5,small_airport,Saint-Ferdinand Airport,46.126099,-71.536102,1050,NA,Canada,CA,Quebec,CA-QC,QC,Saint-Ferdinand,0,CSH5,,CSH5,,https://en.wikipedia.org/wiki/St-Ferdinand_Airport,St-Ferdinand,50,2022-08-20T15:58:59+00:00
1056,CJC5,small_airport,Shaunavon Airport,49.658766,-108.406091,3028,NA,Canada,CA,Saskatchewan,CA-SK,SK,Shaunavon,0,CJC5,,CJC5,,https://en.wikipedia.org/wiki/Shaunavon_Airport,JC5,50,2022-11-18T13:50:56+00:00
1397,CPE6,small_airport,South River/Sundridge Airport & Float Plane Base,45.82109833,-79.32330322,1160,NA,Canada,CA,Ontario,CA-ON,ON,South River - Sundridge,0,CPE6,,CPE6,http://www.flyalmaguin.com,https://en.wikipedia.org/wiki/South_River/Sundridge_Airport,"PE6, almaguin, South River Sundridge",50,2009-04-24T05:53:31+00:00
932,CFB7,small_airport,Steen River Airport,59.633301,-117.167,996,NA,Canada,CA,Alberta,CA-AB,AB,Steen River,0,CFB7,,CFB7,,https://en.wikipedia.org/wiki/Steen_River_Airport,FB7,50,2016-02-21T10:27:19+00:00
1111,CJQ6,small_airport,Tanquary Fiord Airport,81.409422,-76.867901,50,NA,Canada,CA,Nunavut,CA-NU,NU,Tanquary Fiord,0,CJQ6,,CJQ6,,https://en.wikipedia.org/wiki/Tanquary_Fiord_Airport,JQ6,50,2021-03-25T17:47:44+00:00
1433,CPM5,small_airport,Volk Airport,43.993803,-79.778445,1020,NA,Canada,CA,Ontario,CA-ON,ON,Tottenham,0,CPM5,,CPM5,,https://en.wikipedia.org/wiki/Tottenham/Volk_Airport,PM5,50,2017-03-23T12:24:31+00:00
1174,CKE8,small_airport,Unity Airport,52.44580078,-109.1849976,2090,NA,Canada,CA,Saskatchewan,CA-SK,SK,Unity,0,CKE8,,CKE8,,https://en.wikipedia.org/wiki/Unity_Airport,KE8,50,2008-06-13T14:30:04+00:00
